"idejemplar","numcatalogo","numcolecta","coleccion","institucion","fechacolecta","calificadordeterminacion","procedenciaejemplar","ejemplarfosil","obsusoinfo","cuarentena","formadecitar","licenciauso","probablelocnodecampo","proyecto","urlorigen","ultimafechaactualizacion","version","familia","genero","especie","categoriainfraespecie","categoriainfraespecie2","reinovalido","phylumdivisionvalido","clasevalida","ordenvalido","familiavalida","generovalido","especievalida","categoriainfraespecievalida","categoriainfraespecie2valida","autorvalido","grupobio","subgrupobio","cites","iucn","nom059","prioritaria","nivelprioridad","exoticainvasora","endemismo","longitud","latitud","paisoriginal","paismapa","estadooriginal","estadomapa","municipiooriginal","municipiomapa","localidad","anp","altitudmapa","regionmarinamapa","geoportal"
"553131aa5ab7bf25322aac821165546e","","","Naturalista Naturalista","CONABIO Comisión Nacional para el Conocimiento y Uso de la Biodiversidad","2021-07-03","","HumanObservation","","Coordenada obscurecida https://www.inaturalist.org/pages/help#obscured.","","CONABIO. 2022. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México","CC-BY-NC","","Naturalista","https://www.inaturalist.org/observations/85978056","2023-06-15","2021-03","Atelidae","Alouatta","Alouatta pigra","","","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","Alouatta villosa","","","(Gray, 1845)","Mamíferos","changos, monos, simios","Apéndice I (El nombre publicado en CITES 2022 es Alouatta pigra (ver relaciones de sinonimia).)","En peligro (EN) (En IUCN Red List 2022-2 como Alouatta pigra (ver relaciones de sinonimia).)","En peligro de extinción (P)","DOF 2014","Alta","","","-90.5465451","16.4109818","MEXICO","MEXICO","CHIAPAS","CHIAPAS","OCOSINGO","BENEMERITO DE LAS AMERICAS","Mexico","","150","","0"
"81aef4b242eb850186d4cdf9922d38c9","","","Naturalista Naturalista","CONABIO Comisión Nacional para el Conocimiento y Uso de la Biodiversidad","2021-06-05","","HumanObservation","","Coordenada obscurecida https://www.inaturalist.org/pages/help#obscured.","","CONABIO. 2022. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México","","","Naturalista","https://www.inaturalist.org/observations/83877860","2023-06-15","2021-03","Atelidae","Alouatta","Alouatta pigra","","","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","Alouatta villosa","","","(Gray, 1845)","Mamíferos","changos, monos, simios","Apéndice I (El nombre publicado en CITES 2022 es Alouatta pigra (ver relaciones de sinonimia).)","En peligro (EN) (En IUCN Red List 2022-2 como Alouatta pigra (ver relaciones de sinonimia).)","En peligro de extinción (P)","DOF 2014","Alta","","","-91.4173725","16.6960044","MEXICO","MEXICO","CHIAPAS","CHIAPAS","OCOSINGO","OCOSINGO","Ocosingo, MX-CH, MX","","1226","","0"
"56fb2105f0fbf3d77aea93849eabb407","","","Naturalista Naturalista","CONABIO Comisión Nacional para el Conocimiento y Uso de la Biodiversidad","2017-08-17","","HumanObservation","","Coordenada obscurecida https://www.inaturalist.org/pages/help#obscured.","","CONABIO. 2019. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México","CC-BY-NC","","Naturalista","https://www.inaturalist.org/observations/7968549","2023-06-15","2021-03","Atelidae","Alouatta","Alouatta pigra","","","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","Alouatta villosa","","","(Gray, 1845)","Mamíferos","changos, monos, simios","Apéndice I (El nombre publicado en CITES 2022 es Alouatta pigra (ver relaciones de sinonimia).)","En peligro (EN) (En IUCN Red List 2022-2 como Alouatta pigra (ver relaciones de sinonimia).)","En peligro de extinción (P)","DOF 2014","Alta","","","-90.9648668","16.2358604","MEXICO","MEXICO","CHIAPAS","CHIAPAS","OCOSINGO","OCOSINGO","Chiapas, MX","Federal: Montes Azules","176","","0"
"75c56c6d575536e08d4f08f9ee179bee","","","Naturalista Naturalista","CONABIO Comisión Nacional para el Conocimiento y Uso de la Biodiversidad","2011-02-20","","HumanObservation","","Coordenada obscurecida https://www.inaturalist.org/pages/help#obscured.","","CONABIO. 2019. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México","","","Naturalista","http://conabio.inaturalist.org/observations/4158104","2023-06-15","2021-03","Atelidae","Alouatta","Alouatta pigra","","","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","Alouatta villosa","","","(Gray, 1845)","Mamíferos","changos, monos, simios","Apéndice I (El nombre publicado en CITES 2022 es Alouatta pigra (ver relaciones de sinonimia).)","En peligro (EN) (En IUCN Red List 2022-2 como Alouatta pigra (ver relaciones de sinonimia).)","En peligro de extinción (P)","DOF 2014","Alta","","","-92.0990575","17.5456923","MEXICO","MEXICO","CHIAPAS","CHIAPAS","PALENQUE","PALENQUE","Palenque, MX-CH, MX","Federal: Palenque (a 4.942 km)","50","","0"
"afa98c240611053b5c067cb36a57a1f2","","","Naturalista Naturalista","CONABIO Comisión Nacional para el Conocimiento y Uso de la Biodiversidad","2019-12-02","","HumanObservation","","Coordenada obscurecida https://www.inaturalist.org/pages/help#obscured.","","CONABIO. 2021. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México","CC-BY-NC","","Naturalista","https://www.inaturalist.org/observations/57938517","2023-06-15","2021-03","Atelidae","Alouatta","Alouatta pigra","","","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","Alouatta villosa","","","(Gray, 1845)","Mamíferos","changos, monos, simios","Apéndice I (El nombre publicado en CITES 2022 es Alouatta pigra (ver relaciones de sinonimia).)","En peligro (EN) (En IUCN Red List 2022-2 como Alouatta pigra (ver relaciones de sinonimia).)","En peligro de extinción (P)","DOF 2014","Alta","","","-89.4076766","18.9203232","MEXICO","MEXICO","CAMPECHE","CAMPECHE","CALAKMUL","CALAKMUL","Campeche, MX","Federal: Calakmul","208","","0"
"ec2920a72ec102302f2ea1ba8a1095cc","","","Naturalista Naturalista","CONABIO Comisión Nacional para el Conocimiento y Uso de la Biodiversidad","2017-04-10","","HumanObservation","","Coordenada obscurecida https://www.inaturalist.org/pages/help#obscured.","","CONABIO. 2019. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México","","","Naturalista","https://www.inaturalist.org/observations/7267563","2023-06-15","2021-03","Atelidae","Alouatta","Alouatta pigra","","","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","Alouatta villosa","","","(Gray, 1845)","Mamíferos","changos, monos, simios","Apéndice I (El nombre publicado en CITES 2022 es Alouatta pigra (ver relaciones de sinonimia).)","En peligro (EN) (En IUCN Red List 2022-2 como Alouatta pigra (ver relaciones de sinonimia).)","En peligro de extinción (P)","DOF 2014","Alta","","","-92.1190318","17.4901571","MEXICO","MEXICO","CHIAPAS","CHIAPAS","PALENQUE","PALENQUE","Palenque, MX-CH, MX","Federal: Palenque (a 3.691 km)","491","","0"
"a24c296adb48c8f2e2b42a65b91ed4fa","","","Naturalista Naturalista","CONABIO Comisión Nacional para el Conocimiento y Uso de la Biodiversidad","2021-11-19","","HumanObservation","","Coordenada obscurecida https://www.inaturalist.org/pages/help#obscured.","","CONABIO. 2022. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México","CC-BY","","Naturalista","https://www.inaturalist.org/observations/101701278","2023-06-15","2021-03","Atelidae","Alouatta","Alouatta pigra","","","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","Alouatta villosa","","","(Gray, 1845)","Mamíferos","changos, monos, simios","Apéndice I (El nombre publicado en CITES 2022 es Alouatta pigra (ver relaciones de sinonimia).)","En peligro (EN) (En IUCN Red List 2022-2 como Alouatta pigra (ver relaciones de sinonimia).)","En peligro de extinción (P)","DOF 2014","Alta","","","-91.7529653","18.0259106","MEXICO","MEXICO","CAMPECHE","CAMPECHE","CARMEN","CARMEN","Mexico","","13","","0"
"397efe91423b6d1cfc7f874799e27114","","","Naturalista Naturalista","CONABIO Comisión Nacional para el Conocimiento y Uso de la Biodiversidad","2011-03-03","","HumanObservation","","Coordenada obscurecida https://www.inaturalist.org/pages/help#obscured.","","CONABIO. 2019. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México","","","Naturalista","http://conabio.inaturalist.org/observations/4186351","2023-06-15","2021-03","Atelidae","Alouatta","Alouatta pigra","","","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","Alouatta villosa","","","(Gray, 1845)","Mamíferos","changos, monos, simios","Apéndice I (El nombre publicado en CITES 2022 es Alouatta pigra (ver relaciones de sinonimia).)","En peligro (EN) (En IUCN Red List 2022-2 como Alouatta pigra (ver relaciones de sinonimia).)","En peligro de extinción (P)","DOF 2014","Alta","","","-92.0149352","17.4171789","MEXICO","MEXICO","CHIAPAS","CHIAPAS","PALENQUE","PALENQUE","Palenque, MX-CH, MX","","397","","0"
"4430bc1625706c2d75bd40f32da3914d","","","Naturalista Naturalista","CONABIO Comisión Nacional para el Conocimiento y Uso de la Biodiversidad","2017-03-15","","HumanObservation","","Coordenada obscurecida https://www.inaturalist.org/pages/help#obscured.","","CONABIO. 2019. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México","CC-BY-NC","","Naturalista","http://conabio.inaturalist.org/observations/5586185","2023-06-15","2021-03","Atelidae","Alouatta","Alouatta pigra","","","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","Alouatta villosa","","","(Gray, 1845)","Mamíferos","changos, monos, simios","Apéndice I (El nombre publicado en CITES 2022 es Alouatta pigra (ver relaciones de sinonimia).)","En peligro (EN) (En IUCN Red List 2022-2 como Alouatta pigra (ver relaciones de sinonimia).)","En peligro de extinción (P)","DOF 2014","Alta","","","-90.9783089","16.2387748","MEXICO","MEXICO","CHIAPAS","CHIAPAS","OCOSINGO","OCOSINGO","Chiapas, MX","Federal: Montes Azules","172","","0"
"f85a9797ee62b5b775585f2b1a99e616","","","Naturalista Naturalista","CONABIO Comisión Nacional para el Conocimiento y Uso de la Biodiversidad","2018-05-16","","HumanObservation","","Coordenada obscurecida https://www.inaturalist.org/pages/help#obscured.","","CONABIO. 2019. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México","CC-BY-NC","","Naturalista","https://www.inaturalist.org/observations/18766944","2023-06-15","2021-03","Atelidae","Alouatta","Alouatta pigra","","","Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","Alouatta villosa","","","(Gray, 1845)","Mamíferos","changos, monos, simios","Apéndice I (El nombre publicado en CITES 2022 es Alouatta pigra (ver relaciones de sinonimia).)","En peligro (EN) (En IUCN Red List 2022-2 como Alouatta pigra (ver relaciones de sinonimia).)","En peligro de extinción (P)","DOF 2014","Alta","","","-90.841387","16.142501","MEXICO","MEXICO","CHIAPAS","CHIAPAS","OCOSINGO","MARQUES DE COMILLAS","Chiapas, MX","","187","","0"
